"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0xce7c5e993f1c68ef6233f09e943a7820a0d30903b856f146a0b0bbf0dd530f60","15065117","1656791933","2022-07-02 19:58:53","0x9718ba71dc1284842fce66dc3e34dffc6c630074","0x536013c57daf01d78e8a70cad1b1abada9411819","14,200","$14,219.31","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xd2077e9073674340209c1ae89605ae9f49a88b84c0e17b32d056d7009cd53d35","15136465","1657744679","2022-07-13 20:37:59","0x536013c57daf01d78e8a70cad1b1abada9411819","0xa7860e99e3ce0752d1ac53b974e309fff80277c6","2,000","$2,002.57","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xd2077e9073674340209c1ae89605ae9f49a88b84c0e17b32d056d7009cd53d35","15136465","1657744679","2022-07-13 20:37:59","0x536013c57daf01d78e8a70cad1b1abada9411819","0x1d5460f896521ad685ea4c3f2c679ec0b6806359","2,000","$2,002.57","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xd2077e9073674340209c1ae89605ae9f49a88b84c0e17b32d056d7009cd53d35","15136465","1657744679","2022-07-13 20:37:59","0x536013c57daf01d78e8a70cad1b1abada9411819","0x534631bcf33bdb069fb20a93d2fdb9e4d4dd42cf","2,000","$2,002.57","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xba3f53fd1ef6beb18c7952c59fc507dc0e6685ce9a30e7a4af264a61a86ba036","15358147","1660731524","2022-08-17 10:18:44","0x2686a8919df194aa7673244549e68d42c1685d03","0x536013c57daf01d78e8a70cad1b1abada9411819","1,000","$15,768.84","0xc18360217d8f7ab5e7c516566761ea12ce7f9d72","Ethereum Name Service","ENS"
"0xba3f53fd1ef6beb18c7952c59fc507dc0e6685ce9a30e7a4af264a61a86ba036","15358147","1660731524","2022-08-17 10:18:44","0x2686a8919df194aa7673244549e68d42c1685d03","0x536013c57daf01d78e8a70cad1b1abada9411819","50,000","$50,011.94","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xb0b29c0d1dc69e2ac9e542cdbdd8979c69c580f98b375ccac96df3fa01391d4a","15382169","1661060497","2022-08-21 05:41:37","0x9d551f41fed6fc27b719777c224dfecce170004d","0x536013c57daf01d78e8a70cad1b1abada9411819","163,713","N/A","0x230bc0478b5b259ebc7eee449b6495cbb8fdb368","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x726faf6eea668a5787dd283913b97e57e30d88cdce424c7f854c44eac79f0065","15400730","1661313957","2022-08-24 04:05:57","0x9d551f41fed6fc27b719777c224dfecce170004d","0x536013c57daf01d78e8a70cad1b1abada9411819","3,582","N/A","0xa08891636ba65305420faa600fdcca2476bb4613","forkSurvey.com","forkSurvey.com"
"0x9a50b8fa7e6ae3884abfef6a8102650bf3acfe9056d8c856804a715abc0b8059","15407380","1661406242","2022-08-25 05:44:02","0xdf5faa56443098af17baffc510da8dee34b0e75c","0x536013c57daf01d78e8a70cad1b1abada9411819","20,661,000","N/A","0xd8a27727da222a1e4751da06a0e42305b32e3870","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x294a549641431183b8e96cedfb8a824d7102504976d6278d318094c9bf658d75","15443399","1661904451","2022-08-31 00:07:31","0x536013c57daf01d78e8a70cad1b1abada9411819","0x53c3f34edbb06edac0c42006d3db15936b6d146f","560","$559.13","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x78ef27bfad75808b1767d81eee7b874ef86f6629b6ee2052e81b37fcda4da8ff","15573970","1663668131","2022-09-20 10:02:11","0x00b8bd6d6f3964418d8b03245ac4a86a208dd3bc","0x536013c57daf01d78e8a70cad1b1abada9411819","691,680","N/A","0x3654746ce159ba2fcdf926133d51ecbb85f19288","bppo.site","bppo.site"
"0x0b5072c98cc0c692261fc61880b89a5969a35aa05aa740b4e3912e6c4961e8d6","15636535","1664424731","2022-09-29 04:12:11","0x24b9f6ce8370a25104699682d878ad32f035956c","0x536013c57daf01d78e8a70cad1b1abada9411819","403,480","N/A","0xb688d06d858e092ebb145394a1ba08c7a10e1f56","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x349f274ee5fd7079ba687828f1ab0f792bf39a025e738ffe31ab6e19f21de211","15641527","1664485043","2022-09-29 20:57:23","0x536013c57daf01d78e8a70cad1b1abada9411819","0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211","4,831.89","$4,839.62","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xd2713cc9a56adc01ed77eb14eb3c90f5f6206ddc2e3cecc88a4fe33d1944378f","15641530","1664485079","2022-09-29 20:57:59","0x536013c57daf01d78e8a70cad1b1abada9411819","0x53c3f34edbb06edac0c42006d3db15936b6d146f","1,940","$1,943.10","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xefbd1327c6bf8252e0af5b263cbb3508a5c03a6f34bcc14c0a80e2dcbf8ad77f","15670997","1664840807","2022-10-03 23:46:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x682552053c1b6905f3115a8877fb8279145ba4b8","2,000","$2,000.89","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x7281ef3040b78fd525e723950ff73da34cb5aca1971202ad60e5742ef170c804","15678559","1664932427","2022-10-05 01:13:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x536013c57daf01d78e8a70cad1b1abada9411819","90","$90.00","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x0b26682f4cfac34a907dca811d0b2b6fd6d5317f0c0e7bb809463009e23989de","15761494","1665933179","2022-10-16 15:12:59","0x536013c57daf01d78e8a70cad1b1abada9411819","0xfac50fd9eb90c1a7c0bc7b739eb90f1bda06e9d0","240","$240.17","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xc05e46744e732687f352de8be88eefc4ce4f23da7a6215d583d16ef9454cef3a","15797824","1666371527","2022-10-21 16:58:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x534631bcf33bdb069fb20a93d2fdb9e4d4dd42cf","2,500","$2,497.59","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xc05e46744e732687f352de8be88eefc4ce4f23da7a6215d583d16ef9454cef3a","15797824","1666371527","2022-10-21 16:58:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211","2,500","$2,497.59","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xa638829c0f7fd79f80ad01e178799cf10b033ff93f4a8c184e47e2e625de051c","15797828","1666371575","2022-10-21 16:59:35","0x536013c57daf01d78e8a70cad1b1abada9411819","0xad67b9be4258a2ed0d3f9d0958227a72f7657223","2,000","$1,998.07","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xab8482037dc277212ae5ce876c5d7e7cf538ddae968855436be01613ce480958","15816472","1666596503","2022-10-24 07:28:23","0x53d0e83b0ff7662e6e3602432d333e86c977f079","0x536013c57daf01d78e8a70cad1b1abada9411819","333,024","N/A","0x2c721dcc1b6bd78f1d43769d0a6375083afd673f","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x10d40e310c7cc357ae4aeaf203b05e6996b51610ae09351b79d116f81d8e5bff","15819593","1666634363","2022-10-24 17:59:23","0x536013c57daf01d78e8a70cad1b1abada9411819","0x82eb45562f991329ed2867f43fc60f0ba52c3dab","8,371.87","$8,369.84","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x4c383790b576c8b46945fc34e9b3ca8789ae53149aa31653896af77c0be3dd2c","15829469","1666753835","2022-10-26 03:10:35","0xa0b937d5c8e32a80e3a8ed4227cd020221544ee6","0x536013c57daf01d78e8a70cad1b1abada9411819","472.724419471594567748","N/A","0x5afe3855358e112b5647b952709e6165e1c1eeee","Safe Token","SAFE"
"0x222a938378050cc3d9d66c2c25b88548e3082e86efff1c073bf687b9164eb15f","15839207","1666871171","2022-10-27 11:46:11","0x3af4788ade7a75b90c0d8f59017f3ef56b51b84e","0x536013c57daf01d78e8a70cad1b1abada9411819","3,289","N/A","0x979e082e39a537fc4b958013efb662c567829e79","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x5f1da3e22bf53d965017d928a4501e29a5569aeb3764e9961690af8d2f809862","15886683","1667444603","2022-11-03 03:03:23","0x536013c57daf01d78e8a70cad1b1abada9411819","0xfbabed12357c3293a51917160d9c56a8942e9882","4,000","$3,998.57","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xf5d12ff908095911f838fc497bca012cf0fcb61797c2a0e965674b8716312a2c","15904862","1667663951","2022-11-05 15:59:11","0x4e7ec5c35cfc4411d8fefded9c122611236f7a83","0x536013c57daf01d78e8a70cad1b1abada9411819","8,000","N/A","0x8e1f8d9713cb53f1bf33ca563aeffa307defd370","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0xf6f782eefe3931f5466a9ec0eddd67578c14b9b353981112666f62fba6eb4ffc","15918037","1667822783","2022-11-07 12:06:23","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","0x536013c57daf01d78e8a70cad1b1abada9411819","7,000","N/A","0x956f824b5a37673c6fc4a6904186cb3ba499349b","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x0ffb48a4433ee9039cb358f96c9135ee55b9b20471745cdcfbab47ed9a532531","15946716","1668168995","2022-11-11 12:16:35","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","0x536013c57daf01d78e8a70cad1b1abada9411819","7,000","N/A","0x68ca006db91312cd60a2238ce775be5f9f738bba","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0xd5e9281ca72c6e01404bc769cdaf54d9eb51b13dcfb5a7849055da0f18bf88a0","16008507","1668914459","2022-11-20 03:20:59","0x434f6fe93851f8e9234010954f0608d3c76843c5","0x536013c57daf01d78e8a70cad1b1abada9411819","234,049","N/A","0x71b9d914eb26a2e634aff696a809988b69e1a5d1","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x538a2bc0be2bc5690da434b4d1d978f29168820bd3d238fd072b98e1c5da9009","16050691","1669423847","2022-11-26 00:50:47","0x7951c7ef839e26f63da87a42c9a87986507f1c07","0x536013c57daf01d78e8a70cad1b1abada9411819","8","N/A","0xa51a8578052edeb4ced5333a5e058860d9e7a35b","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x814e78ce37c6558c469f7274860b3b09f301084daf8b98328f5455ba923cb117","16262857","1671984539","2022-12-25 16:08:59","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","0x536013c57daf01d78e8a70cad1b1abada9411819","7,000","N/A","0x643695d282f6ba237afe27ffe0acd89a86b50d3e","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x072fb3dcbeba61b4bf003702e89f18a57125498d604736c587eaa6f25d90da15","16561190","1675583279","2023-02-05 07:47:59","0x536013c57daf01d78e8a70cad1b1abada9411819","0xa7860e99e3ce0752d1ac53b974e309fff80277c6","3,499.30014","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xded64839aed83985995aa1f89f001c39b0ecb1bed07353f63e2b7f8e49f8b975","16654198","1676707259","2023-02-18 08:00:59","0x2686a8919df194aa7673244549e68d42c1685d03","0x536013c57daf01d78e8a70cad1b1abada9411819","54,999.0602","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x5b41859f32349b3ef9fde5ac1157c2a16e109c1f3b84d06acb9ce9571deb3615","16741075","1677762479","2023-03-02 13:07:59","0x536013c57daf01d78e8a70cad1b1abada9411819","0x536013c57daf01d78e8a70cad1b1abada9411819","1","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x3721891a58164924afa661a3be975620f28ac3535270c4cbc082e2a627ceb008","16741078","1677762515","2023-03-02 13:08:35","0x536013c57daf01d78e8a70cad1b1abada9411819","0xcbf0ff50786dd6179b5106e8289d86c8128141d1","550","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xc408fa4cbf396f36215f04e34427480db837436e2f0b1dcbf509fe4edc70e36c","16741082","1677762563","2023-03-02 13:09:23","0x536013c57daf01d78e8a70cad1b1abada9411819","0xa7860e99e3ce0752d1ac53b974e309fff80277c6","1,569.04","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x6e713e3f8fa3ab98ba086bd154a766c837ce8ec07a56e77b8026d4a5332998f3","16820239","1678724747","2023-03-13 16:25:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x367a0a9787d730436a3351fa2d3ffebf7b86e682","7,672.518698","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xe832bf0b2f51aada9ba92c04b15c7823fbcc0d7c965f57c0e34d22d58cc8fed4","16820244","1678724807","2023-03-13 16:26:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x367a0a9787d730436a3351fa2d3ffebf7b86e682","2,000","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xe832bf0b2f51aada9ba92c04b15c7823fbcc0d7c965f57c0e34d22d58cc8fed4","16820244","1678724807","2023-03-13 16:26:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x534631bcf33bdb069fb20a93d2fdb9e4d4dd42cf","2,000","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xe832bf0b2f51aada9ba92c04b15c7823fbcc0d7c965f57c0e34d22d58cc8fed4","16820244","1678724807","2023-03-13 16:26:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211","2,000","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xe832bf0b2f51aada9ba92c04b15c7823fbcc0d7c965f57c0e34d22d58cc8fed4","16820244","1678724807","2023-03-13 16:26:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x7024e5e2241ee7c6d09048547a410a3c4294b884","2,000","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x2db24ad42e31d8c8e204ddf0fec868cd99187d5e4166666f292988a093666992","16984512","1680721463","2023-04-05 19:04:23","0x536013c57daf01d78e8a70cad1b1abada9411819","0xfac50fd9eb90c1a7c0bc7b739eb90f1bda06e9d0","300","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x48290d562d584eeddca42c33c9e92dd9ffbb37ac754c82b3a92ac4dd37ac8dc4","17117305","1682353367","2023-04-24 16:22:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0xa7860e99e3ce0752d1ac53b974e309fff80277c6","3,138.27","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x48290d562d584eeddca42c33c9e92dd9ffbb37ac754c82b3a92ac4dd37ac8dc4","17117305","1682353367","2023-04-24 16:22:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211","612.18","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x48290d562d584eeddca42c33c9e92dd9ffbb37ac754c82b3a92ac4dd37ac8dc4","17117305","1682353367","2023-04-24 16:22:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211","75.6","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x8d9d990efc91eb2b0ca9b8000771e4e97a4aa0ce8a667357ce26622d589a6a5d","17294787","1684514507","2023-05-19 16:41:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0xd2ce908e9f008f65220f996e67441229292a19b1","13,189","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x2feb94679b7e53dd26e89d0583156fab24ec6ae952db02c033a1a651159f5f3f","17411670","1685935727","2023-06-05 03:28:47","0x9b9c249be04dd433c7e8fbbf5e61e6741b89966d","0x536013c57daf01d78e8a70cad1b1abada9411819","13,189","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x98e55f90867ec575602e2d3cfc90557c4adc8a7c54cfb9a5ce03f63f42109740","17445624","1686349667","2023-06-09 22:27:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x367a0a9787d730436a3351fa2d3ffebf7b86e682","6,416.7","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xfd325d0b83a07c053c79ec06ac56f23e22b278eeea8cd1d014cbafbf358a4ba2","17770422","1690291883","2023-07-25 13:31:23","0x536013c57daf01d78e8a70cad1b1abada9411819","0xcbf0ff50786dd6179b5106e8289d86c8128141d1","350","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x35753ec8b97becd787ff006f1a4d6c9ae8cca753333e3c248f228f71d850eed2","17776052","1690359995","2023-07-26 08:26:35","0x536013c57daf01d78e8a70cad1b1abada9411819","0xc28de09ad1a20737b92834943558ddfcc88d020d","2,000","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x35753ec8b97becd787ff006f1a4d6c9ae8cca753333e3c248f228f71d850eed2","17776052","1690359995","2023-07-26 08:26:35","0x536013c57daf01d78e8a70cad1b1abada9411819","0x367a0a9787d730436a3351fa2d3ffebf7b86e682","4,000","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x35753ec8b97becd787ff006f1a4d6c9ae8cca753333e3c248f228f71d850eed2","17776052","1690359995","2023-07-26 08:26:35","0x536013c57daf01d78e8a70cad1b1abada9411819","0x534631bcf33bdb069fb20a93d2fdb9e4d4dd42cf","4,000","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x35753ec8b97becd787ff006f1a4d6c9ae8cca753333e3c248f228f71d850eed2","17776052","1690359995","2023-07-26 08:26:35","0x536013c57daf01d78e8a70cad1b1abada9411819","0x18968e746d8516bd8020262f149c0b814f8a2ab1","4,000","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x42054256e7a3c7b306ffd3ce61d0d175cb7799305b1444d65b8cf2ed7dd2edcf","17776059","1690360079","2023-07-26 08:27:59","0x536013c57daf01d78e8a70cad1b1abada9411819","0x367a0a9787d730436a3351fa2d3ffebf7b86e682","5,527.35","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x23cb74823145cc7ff30aed06db5e5875221f02ff914dca7496524e47ff43f33a","18022828","1693342991","2023-08-29 21:03:11","0x536013c57daf01d78e8a70cad1b1abada9411819","0x367a0a9787d730436a3351fa2d3ffebf7b86e682","3,857.38","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x0e1b8b52c43eb4aa55fb104b90171b2539ab24c1bd02b92bb14e01496663bffc","18022833","1693343051","2023-08-29 21:04:11","0x536013c57daf01d78e8a70cad1b1abada9411819","0xcbf0ff50786dd6179b5106e8289d86c8128141d1","500","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x449b7ba89cbdd85e3fbb76a054c3d0e5792c902f3a02e4207485744f7408662a","18155603","1694951843","2023-09-17 11:57:23","0x536013c57daf01d78e8a70cad1b1abada9411819","0xcbf0ff50786dd6179b5106e8289d86c8128141d1","350","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xdd4d9091097bf09d5e4261bbfdc3cd30464b5f0c46bd886bb7a9c95372a96a72","18210753","1695620147","2023-09-25 05:35:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x367a0a9787d730436a3351fa2d3ffebf7b86e682","3,235.01","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x0b3470b50869f1738dfcb9178584ff464b50c54bf75e5160a475e394573b9ec7","18237080","1695938507","2023-09-28 22:01:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x367a0a9787d730436a3351fa2d3ffebf7b86e682","3,982.37","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x8634a00cd77123fb9313647fe13eb28320234c4b5e949e5a8f479d771ed18096","18301364","1696714955","2023-10-07 21:42:35","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","0x536013c57daf01d78e8a70cad1b1abada9411819","3,999.99","N/A","0xb8ac53afccebc44aac33d0c30e2ae0783e7fde5f","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x84a754336be04fdc18e000fbc548eab99b320a7e2bb4fe9160e1f72c3023002c","18631705","1700709551","2023-11-23 03:19:11","0x536013c57daf01d78e8a70cad1b1abada9411819","0x18968e746d8516bd8020262f149c0b814f8a2ab1","4,000","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x3cfebf0295ba054827931e7f5365e11d44a2010ad4948bd444126030555242f9","18637913","1700784647","2023-11-24 00:10:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x18966d1aad48c866cb63baf610bc326af22d2ab1","4,000","N/A","0x95df99c2e352e331a285bae0f2970ab5e0d1b3b4","ERC20","𝐔𝐒𝐃𝐂"
"0xda6f3188f14d6ee135bcf0a78eb4cf38c8d1921e92b5c395c8a5acbeb2580561","18685814","1701364175","2023-11-30 17:09:35","0x536013c57daf01d78e8a70cad1b1abada9411819","0xc28de09ad1a20737b92834943558ddfcc88d020d","2,000","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x5ed15d760b87b26393644ec3f57f353e3d68ce084e21fa008edfbeb47d1a45ff","18688812","1701400451","2023-12-01 03:14:11","0x536013c57daf01d78e8a70cad1b1abada9411819","0xd2cbcbcb9f67fe4ead29a5888ca6c041982a19b1","13,189","N/A","0x402f8b4ae6de0a1755c6b9bc025c4cfcc4835007","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x26b474ccde99b7d6e7ac84eec0c97ef7dc1eed8823d4ce0195e3c2c7518db91c","18727330","1701866207","2023-12-06 12:36:47","0x536013c57daf01d78e8a70cad1b1abada9411819","0x8da48e5846c06b558970acd42edc7da8799481e4","6,646.15","N/A","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
